Administrator,Access Type,Notes,Use Type,lake_id
US Forest Service,Concrete,"Ample parking, restroom facilities available.",Open to Public use,69011400
DNR,Other,,Open to Public use,69011400
DNR,Concrete,Parking for approx. 6 vehicles.,Open to Public use,69011500
DNR,Concrete,"Tight turnaround, parking for 5-6 vehicles along road.",Open to Public use,69011500
Township,Gravel,Parking for 2-3 vehicles.,Open to Public use,69011500
Unknown,Other,,Unknown,69011600
US Forest Service,Gravel,"Some rocks in water at landing, could hamper launching a large boat. Parking for approx 6 vehicles w/ trailers.",Open to Public use,69011700
US Forest Service,Carry-In,0.75 mile portage from Beaver River.,Unknown,69011700
DNR,Concrete,,Open to Public use,69011800
DNR,Concrete,,Open to Public use,69011800
US Forest Service,Concrete,,Open to Public use,69011800
County,Concrete,,Open to Public use,69011800
County,Gravel,,Open to Public use,69011800
US Forest Service,Portage,,Open to Public use,69011800
US Forest Service,Portage,,Open to Public use,69011800
DNR,Portage,,Open to Public use,69011800
US Forest Service,Portage,,Open to Public use,69011800
DNR,Channel,,Open to Public use,69011800
Unknown,Other,Approx. 20 rod portage from Echo Trail on the NE side of lake.,Unknown,69011900
US Forest Service,Portage,Portage is fairly level & not difficult.,Open to Public use,69012000
US Forest Service,Portage,"Fairly level, boardwalk through boggy area.",Open to Public use,69012000
Unknown,Other,ACCESS GAINED BY USFS PORTAGES; 1/2 MI FROM CROOKED LAKE 1/2 MI FROM DARK LAKE 1/8 MI BEART TRAP,Unknown,69012100
County,Other,0.5 mile portage along state snowmobile trail west of County Road 44,Unknown,69012200
DNR,Carry-In,,Open to Public use,69012800
DNR,Concrete,East end of lake in section 16; parking is very limited.,Open to Public use,69012900
Unknown,Other,Little Alden Lake is accessible through the Cloquet River,Unknown,69013000
Unknown,Other,The lake is accessible through the Cloquet River; which has several access points in the Cloquet State Forest.,Unknown,69013100
DNR,Concrete,"Steep ramp. Large, shallow boulders are located just out from the access.",Open to Public use,69014300
Unknown,Other,Foot trail to South end from gravel road ~old railroad grade~.,Unknown,69014400
US Forest Service,Carry-In,"Access is gained off a rugged, 3/4 mile long trail near the end of the Northeast Grade Road.",Open to Public use,69014600
US Forest Service,Other,Lake is accessible by abandoned logging roads off of Northeast Grade.,Unknown,69014600
Unknown,Other,CARRY DOWN APPROXIMATELY 50 ft. FROM LOGGING TRAIL ALONG NE SIDE OF LAKE CROSSING LOGGING COMPANY,Unknown,69015300
County,Portage,GPS point for start location on snowmobile trail is recorded under large end location on manage target stations page.,Open to Public use,69015500
DNR,Gravel,Access is washed out on the downhill section to the lake. It needs some repair. Limited parking for 3 - 4 vehicles.,Open to Public use,69015700
DNR,Gravel,"Last quarter mile of access road is very rocky & fairly steep, NOT boat trailer friendly. Suggested watercraft would be cartop boat or canoe. Parking for 3-4 vehicles without trailers. You can drive to the lake but the actual landing is ""carry down"".",Open to Public use,69015900
US Forest Service,Carry-In,Old portage from N shore of Bear Island Lake across USFS and private land; approximately 1 mile.,Unknown,69015900
DNR,Concrete,,Open to Public use,69016100
DNR,Carry-In,1 mile portage to East Twin from Mitchell Lake.,Open to Public use,69016300
US Forest Service,Concrete,,Open to Public use,69016300
US Forest Service,Portage,,Open to Public use,69016400
DNR,Carry-In,"Rocky, fairly steep at lake.",Open to Public use,69016600
US Forest Service,Other,USFS PORTAGE FROM EVERETT LAKE AND NORTH ARM OF BURNTSIDE LAKE.,Unknown,69016700
US Forest Service,Portage,Old trail branching off to the left goes to the west end of beaver dam but that portion of the bay is blocked by down timber and floating bog.,Open to Public use,69016800
US Forest Service,Other,Approx. 1 mi. paddle up creek from Little Crab L./Korb R. (A couple beaver dam and log jam carry-overs).,Unknown,69017000
US Forest Service,Carry-In,Portage trail is on WSW shore of Chant Lk.,Open to Public use,69017200
Unknown,Other,1/3 MI PORTAGE ACROSS FEDERAL LAND FROM BURNTSIDE LAKE.,Unknown,69017300
DNR,Channel,Navigable waterway connecting to Burntside Lk. 1.4 miles.,Open to Public use,69017400
US Forest Service,Carry-In,70 yd. portage connecting to Everett Lk.,Open to Public use,69017400
US Forest Service,Carry-In,0.7 mile portage connecting to the North Arm of Burntside Lk.,Open to Public use,69017400
US Forest Service,Carry-In,Boardwalk through low areas.,Open to Public use,69017600
Unknown,Other,Access from Portage River flowing North from Lake.,Unknown,69017800
US Forest Service,Carry-In,,Open to Public use,69018100
US Forest Service,Carry-In,,Open to Public use,69018100
Unknown,Other,130 rod USFS from Little Rice lake and a 520 rod USFS portage from Big Rice Lake. Within BWCA non-motorized rte.,Unknown,69018200
Unknown,Other,165 YARD PORTAGE FROM HOOK LAKE. KENEU LAKE IS IN THE BWCAW ON A NON-MOTORIZED ROUTE.,Unknown,69018500
Unknown,Other,Lies within BWCAW on a non-motorized route. Access is by portaging on USFS trail #163 or by 45 rod portage.,Unknown,69018600
Unknown,Other,Within BWCA non-motorized route. 45 rod USFS portage from Silica Creek-Coxey Pond and USFS trail #163 -N end.,Unknown,69018700
DNR,Carry-In,,Open to Public use,69018900
DNR,Carry-In,,Open to Public use,69018900
US Forest Service,Concrete,North side of lake 0.3 mile off Echo Trail.,Open to Public use,69019000
US Forest Service,Carry-In,160 rod portage from LaPond Lake.,Open to Public use,69019000
US Forest Service,Carry-In,"Water access from Portage River up feeder creek, T65 R13 S32",Open to Public use,69019000
Unknown,Other,DUCK LAKE LIES ENTIRELY WITHIN THE BWCAW ON STATE AND FEDERAL LAND AND IS ACCESSIBLE FROM PORTAGE LAKE,Unknown,69019100
DNR,Concrete,Parking for approx. six vehicles with trailers.,Open to Public use,69019900
Unknown,Other,ACCESS GAINED BY USFS PORTAGES- 1/4 MI FROM IRON LAKE OR 1/4 MI FROM RUSH LAKE OR BY LONG PORTAGES,Unknown,69020200
Unknown,Other,ACCESS GAINED BY 2 USFS PORTAGES; 1/4 MI FROM DRK LAKE OR 1/4 MI FROM FOX LAKE.,Unknown,69020300
US Forest Service,Portage,Southernmost portion of lake.,Fee/Permit needed,69020500
US Forest Service,Portage,Northwest shore of northwest basin.,Fee/Permit needed,69020500
US Forest Service,Portage,East shore of northeast basin.,Fee/Permit needed,69020500
US Forest Service,Asphalt,Southeast shore of southernmost basin,Fee/Permit needed,69020500
US Forest Service,Carry-In,28 rod portage from Lac La Croix.,Unknown,69021200
US Forest Service,Carry-In,100 rod portage from Lac La Croix near north shore.,Unknown,69021300
US Forest Service,Carry-In,8 rod portage from Lac La Croix near south shore.,Unknown,69021300
DNR,Carry-In,No designated public access; can be reached from hiking trail around part of Bearhead Lake State Park system. Within Bearhead State Park.,Fee/Permit needed,69021500
Unknown,Other,3/8 MILE PORTAGE FROM BEARHEAD STATE PARK ROAD.,Unknown,69021600
MnDOT,Gravel,A cartop boat or canoe is the best chioce here. Attempting to back a trailer here is dangerous due to the proximity of Hwy 169.,Open to Public use,69021700
US Forest Service,Carry-In,Portages from Clark; Saca; and Little Crab Lakes.,Unknown,69022000
US Forest Service,Carry-In,320 rod portage from Burntside Lake (crosses private and USFS land).,Unknown,69022000
US Forest Service,Other,USFS. Portages from Boulder River also accessible from Nina Moose R.,Unknown,69022300
US Forest Service,Other,Two mechanical rail portages from Crane Lake through Loon Lake. Privately operated on State leased land. Fee required.,Fee/Permit needed,69022400
US Forest Service,Carry-In,Canoe portage accesses at various points around the lake.,Unknown,69022400
County,Carry-In,On county tax forfeit land on southwest corner of lake,Unknown,69022600
DNR,Gravel,State perpetual easement from Township Road 294; on north side of lake,Open to Public use,69023400
Unknown,Other,NONE,Unknown,69023500
Tax forfeit,Earthen,,Open to Public use,69023800
Unknown,Other,ACCESS THRU COUNTY TAX FORFEIT LAND ON SOUTH SIDE OF THE LAKE.,Unknown,69024100
DNR,Earthen,Unimproved back-in access located along section line on south shore,Open to Public use,69024600
City,Asphalt,,Open to Public use,69024900
Unknown,Other,Outlet which runs adjacent to Co. Road 104.Right of way.,Unknown,69025200
DNR,Concrete,Access through Bear Head Lake State Park on NW bay of lake. A park permit is required.,Fee/Permit needed,69025400
Unknown,Other,1/4 MILE PORTAGE TRAIL ACROSS STATE LAND FROM BEARHEAD LAKE.,Unknown,69026200
Unknown,Other,NONE,Unknown,69026400
DNR,Carry-In,150 ft. carry-down from snowmobile trail 296 (Putnam and Fishing Lakes Trail).,Open to Public use,69026500
County,Carry-In,,Open to Public use,69027300
County,Concrete,Off County Rd. 408 (Mud Creek Rd) to Mud Creek and 1 mile up Mud Creek to lake.,Unknown,69027500
DNR,Concrete,Parking for about 8 vehicles and trailers.,Open to Public use,69027800
DNR,Carry-In,60 foot carry down from bike trail to lake. Bike trail is not open to vehicle use but the access is on state land and open to public use. The public would have to portage down the bike trail to get to the access.,Open to Public use,69027900
Unknown,Other,No designated public access. Private camp ground on SE corner of lake.,Unknown,69028100
Unknown,Other,BOAT LANDING WITH GRAVEL RAMP ADJACENT TO THE OLD TOWER TO ELY RD 1.5 MILES WEST OF CO. RD. 599.,Unknown,69028200
County,Concrete,Removal of a few vehicle scarred trees would make the access more vehicle friendly.,Open to Public use,69028501
County,Concrete,Removal of a few vehicle scarred trees would make the access more vehicle friendly.,Open to Public use,69028502
DNR,Concrete,Parking for approx. 8 vehicles with trailers. Within Bearhead Lake State Park - vehicle permits required.,Fee/Permit needed,69028503
Unknown,Other,FIVE MILE LAKE IS ACCESSIBLE BY A 1/8 MI PORTAGE TRAIL FROM FOUR MILE LAKE CROSSING STATE LAND.,Unknown,69028800
Unknown,Other,Portage from Glenmore Lake or Palmquist Road.,Unknown,69029300
Unknown,Other,Portage from Lunetta or Glenmore Lake Extension of Wolf Lake road by per. of USFS.,Unknown,69029400
Unknown,Other,Canoe route from outlet from Little Crab Lake and 60 rod USFS portage from Schlamn Creek.,Unknown,69029500
US Forest Service,Other,USFS 20 rod portage from Crab Lake Water routes from Lunette Lake and Korb Lake.,Unknown,69029600
US Forest Service,Carry-In,,Open to Public use,69029800
US Forest Service,Carry-In,,Open to Public use,69029800
US Forest Service,Carry-In,,Open to Public use,69029900
US Forest Service,Carry-In,,Open to Public use,69029900
US Forest Service,Carry-In,,Open to Public use,69029900
US Forest Service,Carry-In,,Open to Public use,69030000
US Forest Service,Carry-In,,Open to Public use,69030000
US Forest Service,Carry-In,,Open to Public use,69030200
US Forest Service,Carry-In,,Open to Public use,69030300
US Forest Service,Carry-In,,Open to Public use,69030300
US Forest Service,Carry-In,,Open to Public use,69030300
US Forest Service,Carry-In,,Open to Public use,69030400
US Forest Service,Carry-In,,Open to Public use,69030400
US Forest Service,Carry-In,,Open to Public use,69030500
US Forest Service,Carry-In,,Open to Public use,69030500
US Forest Service,Carry-In,,Open to Public use,69030600
US Forest Service,Carry-In,,Open to Public use,69030700
US Forest Service,Carry-In,,Open to Public use,69030700
US Forest Service,Carry-In,,Open to Public use,69030700
Unknown,Other,NONE,Unknown,69031400
Unknown,Other,Lake is within BWCA on a non-motorized route. Access-by 70 rod portage trail from Cummings lake and by inlet-Little Crab Lake.,Unknown,69031500
US Forest Service,Portage,60 rods in length,Open to Public use,69031600
US Forest Service,Portage,580 rods in length,Open to Public use,69031600
US Forest Service,Portage,480 rods in length,Open to Public use,69031600
US Forest Service,Portage,1.5 miles in length,Open to Public use,69031600
Unknown,Other,NO DESIGNATED PORTAGE.,Unknown,69031700
Unknown,Other,PORTAGE FROM NISWI LAKE ~1/8 MILE~. DOES NOT APPEAR MAINTAINED.,Unknown,69032100
US Forest Service,Other,USFS PORTAGE FROM NEEWIN LAKE ~1 MILE~ AND NEESH LAKE ~1/8 MILE~. PORTAGE FROM NEESH NOT MAINTAINED,Unknown,69032200
Unknown,Other,1/2 MI USFS PORTAGE FROM CUMMINGS LAKE. ENTIRELY WITHIN THE BWCAW ON A NO-MOTOR ROUTE.,Unknown,69032300
US Forest Service,Portage,,Open to Public use,69032500
US Forest Service,Portage,,Open to Public use,69032500
US Forest Service,Portage,,Open to Public use,69032500
US Forest Service,Portage,,Open to Public use,69032500
US Forest Service,Portage,,Open to Public use,69032500
US Forest Service,Portage,,Open to Public use,69032500
US Forest Service,Other,USFS 25 YARD PORTAGE FROM CUMMINGS LAKE OR 18 MILES UP THE INDIAN SIOUX RIVER FROM THE ECHO TRAIL.,Unknown,69032600
Unknown,Other,South shore of lake USFS picnic area and access.,Unknown,69032900
US Forest Service,Carry-In,3/4 mi portage from Hustler Lake.,Unknown,69033000
US Forest Service,Carry-In,1/5 mi portage from Rocky Lake.,Unknown,69033000
US Forest Service,Carry-In,1/5 mi portage from Oyster Creek.,Unknown,69033000
US Forest Service,Portage,,Open to Public use,69033200
US Forest Service,Portage,,Open to Public use,69033200
US Forest Service,Other,USFS PORTAGE FROM HUSTLER LAKE ~800 FT~. BWCAW - NON MOTOR ROUTE,Unknown,69033500
Unknown,Other,From Lac La Croix by way of Pocket and Finger Lakes. In BWCAW on a paddle-only route.,Unknown,69033700
US Forest Service,Other,USFS PORTAGES FROM NINA MOOSE RIVER ~1.2 MILE~ AND LAMB LAKE ~800 YDS~.,Unknown,69033900
Unknown,Other,BWCA canoe route from Echo Trail through Moose River or from lake Agnes via Moose River.,Unknown,69034000
US Forest Service,Other,USFS portage from Nina Moose Lake or Ramshead Lake. Motorized route in BWCA.,Unknown,69034100
US Forest Service,Other,USFS portage from Green Lake and Oyster Lake. BWCA non-motor route.,Unknown,69034200
US Forest Service,Portage,,Open to Public use,69034300
US Forest Service,Portage,,Open to Public use,69034300
US Forest Service,Portage,,Open to Public use,69034300
Unknown,Other,None designated-portage from Lac La Croix via Pocket Creek. In BWCAW on a paddle-only route.,Unknown,69034500
Unknown,Other,Portage from Lac La Croix to Pocket Lake to Finger Lake in BWCAW on paddle-only route.,Unknown,69034800
US Forest Service,Carry-In,SSE Bay,Fee/Permit needed,69035000
US Forest Service,Carry-In,Ge-be-on-e-quet Creek allows access from either Pocket Lk or Lac La Croix.,Fee/Permit needed,69035000
Unknown,Other,Portage from Green Lake 1/8 mile in BWCAW on non-motorized route.,Unknown,69035700
US Forest Service,Other,USFS portage from Rocky Lake and Ge-Be-On-Equet lake BWCA Non-motor route.,Unknown,69035800
